iter	Passed	Remaining
1661	80010	16271
1662	80061	16224
1663	80110	16176
1664	80160	16128
1665	80207	16080
1666	80251	16030
1667	80306	15984
1668	80352	15935
1669	80402	15888
1670	80447	15839
1671	80494	15790
1672	80547	15743
1673	80596	15695
1674	80646	15647
1675	80695	15599
1676	80744	15551
1677	80798	15504
1678	80846	15456
1679	80890	15407
1680	80932	15358
1681	80980	15310
1682	81035	15263
1683	81082	15214
1684	81125	15165
1685	81173	15117
1686	81225	15070
1687	81279	15023
1688	81331	14975
1689	81379	14927
1690	81428	14879
1691	81475	14831
1692	81524	14783
1693	81571	14734
1694	81614	14685
1695	81661	14637
1696	81704	14588
1697	81752	14540
1698	81802	14492
1699	81849	14443
1700	81895	14395
1701	81942	14347
1702	81995	14299
1703	82039	14251
1704	82085	14202
1705	82132	14154
1706	82180	14105
1707	82233	14058
1708	82280	14010
1709	82329	13962
1710	82371	13913
1711	82421	13865
1712	82469	13817
1713	82515	13768
1714	82562	13720
1715	82613	13672
1716	82662	13624
1717	82716	13577
1718	82764	13529
1719	82818	13482
1720	82865	13433
1721	82912	13385
1722	82967	13338
1723	83017	13290
1724	83066	13242
1725	83111	13193
1726	83154	13144
1727	83208	13097
1728	83254	13049
1729	83300	13000
1730	83349	12952
1731	83393	12903
1732	83444	12856
1733	83495	12808
1734	83545	12760
1735	83592	12712
1736	83637	12663
1737	83692	12616
1738	83739	12568
1739	83789	12520
1740	83837	12472
1741	83882	12423
1742	83930	12375
1743	83980	12327
1744	84031	12279
1745	84079	12231
1746	84129	12183
1747	84182	12136
1748	84231	12088
1749	84277	12039
1750	84327	11991
1751	84374	11943
1752	84423	11895
1753	84470	11847
1754	84518	11798
1755	84564	11750
1756	84610	11701
1757	84659	11653
1758	84705	11605
1759	84756	11557
1760	84804	11509
1761	84852	11461
1762	84904	11413
1763	84951	11365
1764	84994	11316
1765	85042	11268
1766	85088	11219
1767	85138	11172
1768	85183	11123
1769	85230	11075
1770	85275	11026
1771	85328	10979
1772	85380	10931
1773	85428	10883
1774	85475	10834
1775	85526	10787
1776	85572	10738
1777	85625	10691
1778	85672	10642
1779	85719	10594
1780	85763	10545
1781	85811	10497
1782	85858	10449
1783	85907	10401
1784	85953	10352
1785	86002	10304
1786	86052	10256
1787	86101	10208
1788	86146	10160
1789	86191	10111
1790	86237	10063
1791	86283	10014
1792	86336	9967
1793	86380	9918
1794	86429	9870
1795	86474	9822
1796	86521	9773
1797	86570	9725
1798	86616	9677
1799	86663	9629
1800	86709	9580
1801	86753	9532
1802	86805	9484
1803	86854	9436
1804	86907	9388
1805	86953	9340
1806	87000	9292
1807	87055	9244
1808	87102	9196
1809	87146	9148
1810	87197	9100
1811	87247	9052
1812	87302	9004
1813	87347	8956
1814	87393	8907
1815	87439	8859
1816	87485	8811
1817	87537	8763
1818	87588	8715
1819	87638	8667
1820	87684	8619
1821	87730	8570
1822	87781	8522
1823	87829	8474
1824	87876	8426
1825	87923	8378
1826	87971	8330
1827	88029	8282
1828	88077	8234
1829	88122	8186
1830	88172	8138
1831	88215	8089
1832	88268	8041
1833	88312	7993
1834	88360	7945
1835	88412	7897
1836	88465	7849
1837	88512	7801
1838	88560	7753
1839	88605	7704
1840	88650	7656
1841	88696	7608
1842	88750	7560
1843	88800	7512
1844	88847	7464
1845	88893	7415
1846	88940	7367
1847	88991	7319
1848	89036	7271
1849	89080	7222
1850	89122	7174
1851	89166	7125
1852	89218	7077
1853	89266	7029
1854	89310	6981
1855	89355	6932
1856	89404	6884
1857	89452	6836
1858	89498	6788
1859	89542	6739
1860	89592	6691
1861	89637	6643
1862	89693	6595
1863	89740	6547
1864	89783	6499
1865	89828	6450
1866	89874	6402
1867	89925	6354
1868	89975	6306
1869	90027	6258
1870	90078	6210
1871	90124	6162
1872	90179	6114
1873	90229	6066
1874	90271	6018
1875	90315	5969
1876	90363	5921
1877	90414	5873
1878	90462	5825
1879	90507	5777
1880	90556	5728
1881	90602	5680
1882	90657	5632
1883	90700	5584
1884	90746	5536
1885	90791	5487
1886	90840	5439
1887	90897	5392
1888	90946	5344
1889	90991	5295
1890	91039	5247
1891	91087	5199
1892	91140	5151
1893	91189	5103
1894	91239	5055
1895	91284	5007
1896	91329	4958
1897	91385	4911
1898	91429	4862
1899	91475	4814
1900	91521	4766
1901	91571	4718
1902	91622	4670
1903	91669	4621
1904	91713	4573
1905	91762	4525
1906	91804	4477
1907	91856	4429
1908	91902	4380
1909	91949	4332
1910	91999	4284
1911	92044	4236
1912	92093	4188
1913	92142	4140
1914	92190	4091
1915	92237	4043
1916	92282	3995
1917	92333	3947
1918	92382	3899
1919	92434	3851
1920	92480	3803
1921	92528	3755
1922	92576	3706
1923	92621	3658
1924	92668	3610
1925	92716	3562
1926	92761	3514
1927	92812	3466
1928	92857	3417
1929	92905	3369
1930	92949	3321
1931	92997	3273
1932	93047	3225
1933	93096	3177
1934	93142	3128
1935	93191	3080
1936	93236	3032
1937	93284	2984
1938	93334	2936
1939	93379	2888
1940	93423	2839
1941	93468	2791
1942	93518	2743
1943	93565	2695
1944	93607	2646
1945	93655	2598
1946	93704	2550
1947	93750	2502
1948	93800	2454
1949	93845	2406
1950	93893	2358
1951	93944	2310
1952	94001	2262
1953	94048	2214
1954	94096	2165
1955	94143	2117
1956	94191	2069
1957	94241	2021
1958	94290	1973
1959	94339	1925
1960	94383	1877
1961	94430	1828
1962	94482	1780
1963	94535	1732
1964	94582	1684
1965	94633	1636
1966	94678	1588
1967	94733	1540
1968	94780	1492
1969	94828	1444
1970	94872	1395
1971	94921	1347
1972	94975	1299
1973	95022	1251
1974	95069	1203
1975	95117	1155
1976	95166	1107
1977	95222	1059
1978	95268	1010
1979	95316	962
1980	95363	914
1981	95406	866
1982	95454	818
1983	95503	770
1984	95552	722
1985	95597	673
1986	95641	625
1987	95693	577
1988	95742	529
1989	95788	481
1990	95842	433
1991	95893	385
1992	95948	336
1993	95998	288
1994	96043	240
1995	96090	192
1996	96138	144
1997	96187	96
1998	96233	48
1999	96277	0
