iter	MultiClass
1520	0.5737872303
1521	0.5736388477
1522	0.5735069612
1523	0.5733684737
1524	0.5732465771
1525	0.5730035696
1526	0.5728472465
1527	0.5727080442
1528	0.572585647
1529	0.5724694338
1530	0.5723356566
1531	0.5722642915
1532	0.5721445065
1533	0.5719743645
1534	0.5718555369
1535	0.571598725
1536	0.5713426174
1537	0.5712006439
1538	0.5709802842
1539	0.5708410495
1540	0.5705797697
1541	0.5704681104
1542	0.5703791996
1543	0.5701892689
1544	0.569989906
1545	0.5698172066
1546	0.5696941884
1547	0.5695855727
1548	0.5693652428
1549	0.5691991183
1550	0.5690745996
1551	0.5688195214
1552	0.5684583428
1553	0.5683468799
1554	0.5681737322
1555	0.5680787081
1556	0.5678542885
1557	0.5676062723
1558	0.5675148406
1559	0.5674036366
1560	0.5672658597
1561	0.5671107504
1562	0.5670146374
1563	0.5669117075
1564	0.5667579992
1565	0.5665546672
1566	0.5664775799
1567	0.5663649465
1568	0.5661455181
1569	0.5659339576
1570	0.5657728517
1571	0.5655809006
1572	0.5654398809
1573	0.5652911865
1574	0.5651613702
1575	0.5649948666
1576	0.564914633
1577	0.5648245018
1578	0.5646562082
1579	0.5645172622
1580	0.5642179307
1581	0.564101112
1582	0.5640335857
1583	0.5638449002
1584	0.5636946695
1585	0.563553395
1586	0.5634656322
1587	0.5633154567
1588	0.5632534468
1589	0.563197361
1590	0.5630576024
1591	0.5627725585
1592	0.5626591824
1593	0.5624621274
1594	0.5622905092
1595	0.5619213983
1596	0.561818448
1597	0.5616895306
1598	0.5615730096
1599	0.5614483948
1600	0.5612824915
1601	0.5611377748
1602	0.5609113989
1603	0.5607862104
1604	0.5606224565
1605	0.5604542746
1606	0.5602757145
1607	0.5601381036
1608	0.5597719669
1609	0.559445035
1610	0.5593516822
1611	0.5591981358
1612	0.559013643
1613	0.5588548111
1614	0.5586450516
1615	0.5585217464
1616	0.558409732
1617	0.5582583866
1618	0.5581584041
1619	0.5579934854
1620	0.5578592199
1621	0.5577019561
1622	0.5574334776
1623	0.5571334475
1624	0.5570197772
1625	0.5569570691
1626	0.5568268567
1627	0.5565305004
1628	0.5564569344
1629	0.5563411846
1630	0.5562595453
1631	0.5560206348
1632	0.5558592494
1633	0.5556465266
1634	0.5555589616
1635	0.5555030783
1636	0.5553170634
1637	0.555147998
1638	0.5550559519
1639	0.5549260384
1640	0.5547835873
1641	0.554577434
1642	0.5543991467
1643	0.554193119
1644	0.5538878013
1645	0.5538169576
1646	0.5536144826
1647	0.5533242918
1648	0.5531481349
1649	0.5527845703
1650	0.5526514298
1651	0.5525018165
1652	0.55237946
1653	0.5523131322
1654	0.5521122238
1655	0.5520107482
1656	0.5517709499
1657	0.5514281111
1658	0.5513119106
1659	0.5510117711
1660	0.5508577658
1661	0.5507713083
1662	0.5506516695
1663	0.5504791546
1664	0.5502219002
1665	0.5500743201
1666	0.5499645163
1667	0.5496431827
1668	0.5495223263
1669	0.549242018
1670	0.5491305766
1671	0.5490369763
1672	0.5488180716
1673	0.5484995342
1674	0.5483107963
1675	0.5481063824
1676	0.5478734541
1677	0.5475965788
1678	0.5473829988
1679	0.5472878691
1680	0.547216178
1681	0.5469124841
1682	0.5467104556
1683	0.5465164658
1684	0.5464493261
1685	0.5463116606
1686	0.5462058625
1687	0.5459210739
1688	0.5457298611
1689	0.5456375732
1690	0.5454743535
1691	0.5453174643
1692	0.5452120532
1693	0.5451030722
1694	0.5450510633
1695	0.5448266088
1696	0.5447418199
1697	0.5446456168
1698	0.5444020704
1699	0.5442449503
1700	0.5440179877
1701	0.5438296738
1702	0.5436881235
1703	0.5436061223
1704	0.5435275289
1705	0.5433802549
1706	0.5431213426
1707	0.5429229788
1708	0.5427436817
1709	0.5426096528
1710	0.5425313908
1711	0.5423273446
1712	0.5422753838
1713	0.5421708674
1714	0.5420602387
1715	0.5419102324
1716	0.5418382876
1717	0.5416478333
1718	0.5414933199
1719	0.5412036315
1720	0.5410702894
1721	0.5408489211
1722	0.5406363532
1723	0.5402611147
1724	0.5401198592
1725	0.5400117365
1726	0.5399350651
1727	0.5397331355
1728	0.5396293489
1729	0.5394601628
1730	0.5393135849
1731	0.5392451457
1732	0.5391223232
1733	0.5389860957
1734	0.5386581156
1735	0.5385354493
1736	0.5384360682
1737	0.538260259
1738	0.5380169956
1739	0.5378253543
1740	0.537516566
1741	0.5374098781
1742	0.5373136926
1743	0.5372270818
1744	0.5370122582
1745	0.5367642448
1746	0.536586819
1747	0.5364125636
1748	0.5361993201
1749	0.5360972934
1750	0.5358082665
1751	0.5356753135
1752	0.5355771866
1753	0.535458935
1754	0.5353393761
1755	0.535229439
1756	0.5350871138
1757	0.5349797042
1758	0.5347385997
1759	0.5345835589
1760	0.5344547533
1761	0.5342575065
1762	0.5341544092
1763	0.5340022896
1764	0.5339147285
1765	0.5335889662
1766	0.5334894161
1767	0.5333996188
1768	0.5332262026
1769	0.5330989717
1770	0.5329456014
1771	0.5326233082
1772	0.5324969199
1773	0.5323045492
1774	0.5322073577
1775	0.5319262971
1776	0.5317293992
1777	0.5315714162
1778	0.5313162842
1779	0.5311896177
1780	0.5310739724
1781	0.5309155381
1782	0.5308177294
1783	0.5306494199
1784	0.5305195204
1785	0.5303602544
1786	0.5301575878
1787	0.5300265567
1788	0.5297934925
1789	0.5296932025
1790	0.5295833019
1791	0.5294574506
1792	0.5292227522
1793	0.5291627112
1794	0.5288995968
1795	0.528804682
1796	0.5286021666
1797	0.5284928936
1798	0.5283491634
1799	0.528228432
1800	0.5280805399
1801	0.527993906
1802	0.5278201718
1803	0.5276363618
1804	0.5272791978
1805	0.5271586025
1806	0.5269679639
1807	0.5267995271
1808	0.5266364152
1809	0.5264946233
1810	0.5263359679
1811	0.5260306203
1812	0.5258526156
1813	0.5257149893
1814	0.5255893197
1815	0.5253940964
1816	0.5251121334
1817	0.5249764733
1818	0.5247413043
1819	0.5245010023
1820	0.5244153202
1821	0.5241021843
1822	0.5239691984
1823	0.5238327045
1824	0.5236691151
1825	0.5235376954
1826	0.5233501488
1827	0.5230949037
1828	0.5229128461
1829	0.5227872828
1830	0.522534417
1831	0.5224392133
1832	0.5222855636
1833	0.5221411275
1834	0.5219866818
1835	0.5217574983
1836	0.5215452144
1837	0.5214822302
1838	0.5212507772
1839	0.5211162992
1840	0.5210302704
1841	0.5209124466
1842	0.5205604901
1843	0.5203361422
1844	0.5201882949
1845	0.5200698136
1846	0.5198858452
1847	0.5197729408
1848	0.5196629538
1849	0.5195587726
1850	0.5194914185
1851	0.5193755051
1852	0.5191901962
1853	0.519044548
1854	0.5189326651
1855	0.5187873673
1856	0.5186433801
1857	0.5184949058
1858	0.5183801229
1859	0.5181879688
1860	0.5179673293
1861	0.5178638771
1862	0.5177132
1863	0.5175875999
1864	0.5175202552
1865	0.5173750603
1866	0.5172575501
1867	0.5171499257
1868	0.5167649366
1869	0.5165879568
1870	0.5164111144
1871	0.5162714731
1872	0.5161112329
1873	0.5157477583
1874	0.5156084275
1875	0.51553264
1876	0.5154266063
1877	0.5153006825
1878	0.5151742363
1879	0.5150061158
1880	0.5148702772
1881	0.514742781
1882	0.5145219412
1883	0.5143915144
1884	0.5142713634
1885	0.5141437713
1886	0.5139811915
1887	0.5138001986
1888	0.5136277609
1889	0.5135290547
1890	0.5133578136
1891	0.5132202853
1892	0.5129659801
1893	0.512813643
1894	0.5126189886
1895	0.5124920187
1896	0.5124056371
1897	0.5123262831
1898	0.5122519527
1899	0.5120504549
1900	0.511944681
1901	0.5117254191
1902	0.5115815129
1903	0.5113970116
1904	0.5112704238
1905	0.511071617
1906	0.5110082399
1907	0.5108527231
1908	0.5106889329
1909	0.510565252
1910	0.5104348268
1911	0.5103598462
1912	0.5102101783
1913	0.5101111753
1914	0.5099782782
1915	0.5098179289
1916	0.5096775756
1917	0.5095305992
1918	0.5094003461
1919	0.5092252239
1920	0.5090930144
1921	0.5089001215
1922	0.508772978
1923	0.5086856434
1924	0.5085381293
1925	0.5083888839
1926	0.5082919459
1927	0.5081397977
1928	0.5080385207
1929	0.5078369381
1930	0.507730055
1931	0.507521245
1932	0.5074079697
1933	0.5072387974
1934	0.5071089475
1935	0.5069514574
1936	0.5068732168
1937	0.506798345
1938	0.5066626695
1939	0.5065384157
1940	0.5062795888
1941	0.5060368249
1942	0.5059443238
1943	0.5057154837
1944	0.5056597373
1945	0.5053848045
1946	0.505192146
1947	0.5051098252
1948	0.5049383149
1949	0.5047584519
1950	0.5046425142
1951	0.5044826526
1952	0.5042852283
1953	0.5040974193
1954	0.5039730528
1955	0.5037098914
1956	0.5035089442
1957	0.5034015031
1958	0.5032625901
1959	0.5031200057
1960	0.5030178753
1961	0.5028439425
1962	0.5025829759
1963	0.5022922307
1964	0.5020150715
1965	0.5018596508
1966	0.5017334423
1967	0.5015909378
1968	0.5015181343
1969	0.5013598549
1970	0.5012643167
1971	0.5011293532
1972	0.5009334779
1973	0.5008494495
1974	0.500783008
1975	0.5005777517
1976	0.500416388
1977	0.5001314403
1978	0.5000328
1979	0.499897705
1980	0.4996839749
1981	0.4996153381
1982	0.4995285717
1983	0.4993093228
1984	0.4992040762
1985	0.4991104023
1986	0.4989876693
1987	0.4988127636
1988	0.498602566
1989	0.4984390622
1990	0.4982753011
1991	0.4980494174
1992	0.4979499098
1993	0.4976436283
1994	0.4975532775
1995	0.4973939322
1996	0.497244004
1997	0.497120951
1998	0.4969379557
1999	0.496839819
