iter	MultiClass
451	0.8416570555
452	0.8413593421
453	0.8408598818
454	0.8401725717
455	0.8398532895
456	0.8394105113
457	0.8387596588
458	0.8385453191
459	0.8380111614
460	0.8375803824
461	0.8371734658
462	0.8363621018
463	0.835908693
464	0.8354460952
465	0.8351720615
466	0.8349967005
467	0.8347448743
468	0.8344562628
469	0.8342729189
470	0.8340341347
471	0.8333214549
472	0.8329796286
473	0.8326231432
474	0.8322582204
475	0.8320067877
476	0.8318037744
477	0.8311788107
478	0.8309460611
479	0.8306348302
480	0.8304349034
481	0.829951324
482	0.8296998651
483	0.8291888752
484	0.8286552893
485	0.8280829994
486	0.82766707
487	0.8275081494
488	0.8271734202
489	0.8269287604
490	0.8264099108
491	0.8260130521
492	0.8254824888
493	0.8253118846
494	0.8250231888
495	0.8246488937
496	0.8243233612
497	0.8240704827
498	0.8234579243
499	0.8228712032
500	0.8226146293
501	0.82239758
502	0.8220908495
503	0.8218814928
504	0.8214015693
505	0.821106104
506	0.8209799231
507	0.8207206504
508	0.8205125326
509	0.8203256583
510	0.8201648285
511	0.8199160223
512	0.8196345816
513	0.8190779653
514	0.8188176735
515	0.8185396858
516	0.8180437869
517	0.8176718052
518	0.817370229
519	0.8170345798
520	0.8167175591
521	0.8160070064
522	0.8157093408
523	0.8153486313
524	0.8149701774
525	0.8142163441
526	0.8136620009
527	0.8130679951
528	0.8128277443
529	0.8124636941
530	0.8121875633
531	0.8119616775
532	0.8114143019
533	0.8112411405
534	0.8108778074
535	0.8104576135
536	0.8100842839
537	0.8097767399
538	0.8096485183
539	0.8092455166
540	0.8090759488
541	0.8087006512
542	0.8084085824
543	0.8078580679
544	0.8074602527
545	0.8070414532
546	0.8063914951
547	0.8060126739
548	0.8057794694
549	0.8055114886
550	0.805198809
551	0.8049674567
552	0.8047502554
553	0.8043425917
554	0.8039938666
555	0.8037616172
556	0.8029375658
557	0.802623776
558	0.8023813815
559	0.8017637909
560	0.8013476152
561	0.8010780947
562	0.8009266652
563	0.8006252684
564	0.8004041674
565	0.7997679225
566	0.799416566
567	0.7988451298
568	0.7986893178
569	0.798445462
570	0.7981710969
571	0.7979460126
572	0.7975533475
573	0.7972163877
574	0.7969923252
575	0.7968444792
576	0.7966773884
577	0.7962109828
578	0.7958113608
579	0.7954202581
580	0.7949499285
581	0.7946876763
582	0.7941210858
583	0.7938952072
584	0.7936797731
585	0.7934176201
586	0.7931890696
587	0.7930390258
588	0.792500306
589	0.7921358789
590	0.7917274231
591	0.79142092
592	0.7912567417
593	0.7909311612
594	0.7908383512
595	0.7905231569
596	0.7903003497
597	0.7899090403
598	0.7893737181
599	0.7890058997
600	0.7885963701
601	0.7884425962
602	0.7878256403
603	0.7874684271
604	0.7870780178
605	0.7867305507
606	0.7865049686
607	0.7862507573
608	0.7859410444
609	0.785412776
610	0.7851282848
611	0.784729221
612	0.784458068
613	0.7842823873
614	0.7839234955
615	0.7836198019
616	0.7830672378
617	0.7828391891
618	0.7825096154
619	0.7821431207
620	0.7818246841
621	0.7811944968
622	0.7810118897
623	0.780583393
624	0.7803955436
625	0.7801741249
626	0.7796444252
627	0.779475948
628	0.7792773854
629	0.7791323427
630	0.7789170149
631	0.7787460293
632	0.7785718298
633	0.7781654491
634	0.7778686214
635	0.7776487403
636	0.7770601735
637	0.7768460618
638	0.7766030683
639	0.7761670734
640	0.7758556465
641	0.7757453131
642	0.7752589199
643	0.7751220941
644	0.7746790592
645	0.7745061558
646	0.7741806733
647	0.7739521433
648	0.7737322896
649	0.7734993424
650	0.773244103
651	0.7729353625
652	0.7726152746
653	0.7721854477
654	0.7718222862
655	0.7715017207
656	0.7712214956
657	0.7709356644
658	0.770678924
659	0.7705808954
660	0.7704900943
661	0.7701795701
662	0.7699646085
663	0.7696379453
664	0.7689304104
665	0.7685611086
666	0.7681972457
667	0.7677603801
668	0.767595832
669	0.7673881822
670	0.7671183874
671	0.7669592294
672	0.7667718708
673	0.7666507174
674	0.7664737009
675	0.7661454516
676	0.7658261345
677	0.7653021325
678	0.7649811645
679	0.7648139756
680	0.7646341665
681	0.7641810102
682	0.7639905958
683	0.76366476
684	0.7635069378
685	0.7631686675
686	0.762730358
687	0.7625144475
688	0.7619897316
689	0.7618311968
690	0.7614620436
691	0.7611581531
692	0.7608349644
693	0.7605542855
694	0.7600881162
695	0.7598308261
696	0.7596391286
697	0.75926212
698	0.7589418866
699	0.7586945384
700	0.7585883419
701	0.7585065977
702	0.7582291068
703	0.758040221
704	0.7574064959
705	0.7571633491
706	0.7568028093
707	0.7565397219
708	0.7562238036
709	0.7559392311
710	0.7555824451
711	0.7554307278
712	0.7551941819
713	0.7549388694
714	0.754751694
715	0.7543521455
716	0.7539512889
717	0.753603104
718	0.7533282864
719	0.7531784573
720	0.7527891064
721	0.7524516357
722	0.7520873699
723	0.7517213628
724	0.7513353044
725	0.7511525281
726	0.7509187596
727	0.7507518376
728	0.7504121997
729	0.7500965284
730	0.7498453463
731	0.749650051
732	0.7494731601
733	0.7489733829
734	0.7485505561
735	0.7483498977
736	0.7481126509
737	0.7474654063
738	0.746795447
739	0.7466695542
740	0.7464195316
741	0.7462311387
742	0.7456928663
743	0.74544447
744	0.7452712458
745	0.7448512014
746	0.7445682492
747	0.7443591105
748	0.7441923991
749	0.7438831302
750	0.7435347206
751	0.7433640104
752	0.7430910981
753	0.7427869966
754	0.7425834196
755	0.7423176415
756	0.7421128672
757	0.7417768289
758	0.7415977965
759	0.7413896688
760	0.7410684891
761	0.7408103625
762	0.74064467
763	0.7403773255
764	0.7401539298
765	0.7397273866
766	0.739444167
767	0.7389480362
768	0.7387630785
769	0.7385037042
770	0.7382612002
771	0.738085737
772	0.7378264808
773	0.7375838538
774	0.7374810306
775	0.737268467
776	0.7369086005
777	0.7367339356
778	0.7364058935
779	0.7360991334
780	0.7358752684
781	0.7356085788
782	0.73536632
783	0.7352016639
784	0.7350488076
785	0.7345607421
786	0.7343391971
787	0.7341843587
788	0.7338050144
789	0.733393322
790	0.7331261322
791	0.7329323007
792	0.7325412233
793	0.7322595584
794	0.7321848716
795	0.7317840959
796	0.7315561247
797	0.7313592894
798	0.7311352476
799	0.7309311081
800	0.7306627604
801	0.7303780982
802	0.73020759
803	0.7300533275
804	0.7298726066
805	0.7296410567
806	0.7294258731
807	0.7292652735
808	0.7289963824
809	0.7283041719
810	0.727971262
811	0.727749639
812	0.7274705838
813	0.7271599296
814	0.7269639584
815	0.7268142438
816	0.7265150354
817	0.7262915673
818	0.7260685126
819	0.7257877885
820	0.7255547579
821	0.7253409506
822	0.7249971538
823	0.7247779072
824	0.7245570008
825	0.7243890532
826	0.7242102449
827	0.7239862854
828	0.723671541
829	0.723427874
830	0.7229926806
831	0.7226685665
832	0.7223146931
833	0.7220396393
834	0.7218776422
835	0.7217107178
836	0.7214817059
837	0.7212912389
838	0.7209981177
839	0.7208483436
840	0.7204279275
841	0.7203154206
842	0.7201735496
843	0.7199917182
844	0.71952317
845	0.7192026615
846	0.718917735
847	0.7186892456
848	0.7184348087
849	0.718217415
850	0.7180675236
851	0.717694639
852	0.717387399
853	0.7170253314
854	0.7167860571
855	0.7165465323
856	0.7161112038
857	0.7160173031
858	0.715863629
859	0.715612381
860	0.715415679
861	0.7152901696
862	0.7149998073
863	0.7146275893
864	0.714466853
865	0.7139977165
866	0.7138255
867	0.7136157588
868	0.713216204
869	0.7129438259
870	0.71266408
871	0.7123718274
872	0.7121383973
873	0.7120735982
874	0.7116564817
875	0.7114339044
876	0.7110020971
877	0.7107572334
878	0.7103953102
879	0.710136077
880	0.7098950909
881	0.7096023319
882	0.7093942268
883	0.7092315904
884	0.7089975911
885	0.7088326369
886	0.7083663896
887	0.7081208158
888	0.7078190346
889	0.7075862466
890	0.7072767668
891	0.7070022051
892	0.7069149519
893	0.7067323736
894	0.7066250817
895	0.7064314738
896	0.706113607
897	0.7058867963
898	0.7055917611
899	0.7053477768
900	0.7050808176
901	0.7047611351
902	0.7045097194
903	0.7043778355
904	0.7042563529
905	0.7040840503
906	0.7038634208
907	0.7036220938
908	0.7034690709
909	0.7033960681
910	0.7031794008
911	0.7028416689
912	0.7027464151
913	0.7025079784
914	0.7022594085
915	0.7019150553
916	0.70161328
917	0.7010888669
918	0.7008965997
919	0.7005801501
920	0.7002982545
921	0.7000525301
922	0.6997972427
923	0.6996904832
924	0.6995575132
925	0.6994759668
926	0.6993156406
927	0.6990849701
928	0.6988699858
929	0.6985420322
930	0.6983603468
931	0.6979606181
932	0.6976005713
933	0.6974740066
934	0.6972637664
935	0.6971059443
936	0.6968496598
937	0.6966611688
938	0.6963809304
939	0.6961177548
940	0.6959096163
941	0.6957744248
942	0.6954579593
943	0.6952239074
944	0.6950417475
945	0.6948639534
946	0.6946016977
947	0.6943758605
948	0.6940696936
949	0.6938268316
950	0.693691797
951	0.6935832476
952	0.6932954106
953	0.6930482736
954	0.6927994507
955	0.6926054412
956	0.6924052937
957	0.6917545514
958	0.6914309843
959	0.6912397635
960	0.6910909599
961	0.6909016114
962	0.690783341
963	0.6906619435
964	0.6904617975
965	0.6900662313
966	0.6898014467
967	0.6896130012
968	0.6893254495
969	0.6889884286
970	0.688887205
971	0.6886551597
972	0.6883320173
973	0.6880429613
974	0.6878778534
975	0.6874538682
976	0.6872966448
977	0.6871486183
978	0.686982832
979	0.6867461071
980	0.6865647596
981	0.6863583616
982	0.6859827481
983	0.6854632779
984	0.6852159497
985	0.6848365445
986	0.6847028754
987	0.6843590888
988	0.6839462227
989	0.6835008734
990	0.6832244493
991	0.6830636481
992	0.6829229166
993	0.6825716189
994	0.6821641979
995	0.6819212117
996	0.6817774801
997	0.6815714297
998	0.6812152468
999	0.6809267808
1000	0.6807649773
1001	0.6804730682
1002	0.680273597
1003	0.6800012405
1004	0.6797501973
1005	0.679518148
1006	0.6792254947
1007	0.6789855015
1008	0.6788338055
1009	0.6784825138
1010	0.6781906792
1011	0.6779695796
1012	0.6777672093
1013	0.6775403844
1014	0.6773662412
1015	0.6771858084
1016	0.676902339
1017	0.6767424179
1018	0.6765406367
1019	0.6763424243
1020	0.6761283825
1021	0.6759674032
1022	0.6758115637
1023	0.6756264921
1024	0.6754973828
1025	0.6751845626
1026	0.6750944329
1027	0.6749095284
1028	0.6747445151
1029	0.6744371696
1030	0.6742953279
1031	0.6741767939
1032	0.6737790034
1033	0.6736134841
1034	0.6730783944
1035	0.6727219712
1036	0.6724790176
1037	0.6722741384
1038	0.6721078347
1039	0.6717994873
1040	0.671451252
1041	0.6713476275
1042	0.6710259996
1043	0.6706844136
1044	0.6705370983
1045	0.6704245859
1046	0.6702905119
1047	0.6701872434
1048	0.6700837509
1049	0.6698409937
1050	0.6697369792
1051	0.6693573716
1052	0.6690910062
1053	0.6687023364
1054	0.6684565112
1055	0.6682719574
1056	0.6679537858
1057	0.6676108896
1058	0.6672517488
1059	0.6668738048
1060	0.6666876131
1061	0.6663202476
1062	0.6661246244
1063	0.6658731069
1064	0.6657373186
1065	0.6656285072
1066	0.6652316093
1067	0.66497386
1068	0.6648536285
1069	0.6646662935
1070	0.6644827506
1071	0.6643878046
1072	0.6642477809
1073	0.6638278367
1074	0.6636250171
1075	0.6634950931
1076	0.6632861435
1077	0.6630095555
1078	0.6626852503
1079	0.6626327093
1080	0.6622386682
1081	0.6621479777
1082	0.661883436
1083	0.661671989
1084	0.6614904639
1085	0.6612480461
1086	0.6610185514
1087	0.6608637115
1088	0.6605696782
1089	0.6604717277
1090	0.660286979
1091	0.6599615669
1092	0.6597864833
1093	0.659562622
1094	0.6593624412
1095	0.6591600043
1096	0.658966943
1097	0.6588194323
1098	0.6586252774
1099	0.6585006379
1100	0.6583649466
1101	0.6581262952
1102	0.6580242988
1103	0.6578446301
1104	0.6577394629
1105	0.6574934699
1106	0.6572650124
1107	0.65716591
1108	0.656859482
1109	0.6567177322
1110	0.6565222146
1111	0.656312321
1112	0.65614746
1113	0.6557280937
1114	0.6554431717
1115	0.6551942723
1116	0.6549278359
1117	0.6546976196
1118	0.6544588148
1119	0.654228255
1120	0.6540415809
1121	0.6537942407
1122	0.6536502671
1123	0.6534371846
1124	0.6532044128
1125	0.6529501494
1126	0.6527007778
1127	0.6525311333
1128	0.6523223235
1129	0.6521364563
1130	0.6520303114
1131	0.6518897799
1132	0.6517324248
1133	0.6515410387
1134	0.6514012482
1135	0.6512186092
1136	0.6511118303
1137	0.650866655
1138	0.6507495442
1139	0.6506126259
1140	0.6503847434
1141	0.6503408982
1142	0.6500523993
1143	0.6498185349
1144	0.6495421449
1145	0.6494024383
1146	0.6492241093
1147	0.6490989201
1148	0.6489950681
1149	0.6487205973
1150	0.6484880959
1151	0.6482334509
1152	0.6480233869
1153	0.647857424
1154	0.6474738304
1155	0.6471397241
1156	0.6469691164
1157	0.6464371596
1158	0.6463149803
1159	0.6460743468
1160	0.6458668155
1161	0.6456181775
1162	0.6454441947
1163	0.6451500263
1164	0.6448317547
1165	0.6446473721
1166	0.6445298787
1167	0.6443588204
1168	0.6441392155
1169	0.6438555184
1170	0.6435356541
1171	0.6433521177
1172	0.6432524489
1173	0.6428652389
1174	0.6426460466
1175	0.6424788209
1176	0.642242967
1177	0.6420257488
1178	0.6418228811
1179	0.6416819576
1180	0.6415793735
1181	0.6413663619
1182	0.6412151608
1183	0.6411108141
1184	0.6408199279
1185	0.6406028088
1186	0.6403177901
1187	0.6401383368
1188	0.6399873933
1189	0.6398020591
1190	0.6395505531
1191	0.6393268546
1192	0.6391157657
1193	0.6389884909
1194	0.6388412069
1195	0.638561774
1196	0.6383348042
1197	0.6380998002
1198	0.6379780411
1199	0.6377459081
1200	0.6374861883
1201	0.6372695642
1202	0.6370968873
1203	0.6369840944
1204	0.6367037173
1205	0.6365531709
1206	0.6364444096
1207	0.6363186292
1208	0.6359149509
1209	0.6358067305
1210	0.6356408434
1211	0.635476487
1212	0.6352773034
1213	0.6350462225
1214	0.6348380393
1215	0.6345842403
1216	0.6342744895
1217	0.6340856892
1218	0.6339037531
1219	0.6338061373
1220	0.6336898869
1221	0.6333549038
1222	0.6331863531
1223	0.6330936596
1224	0.6328593463
1225	0.6326712476
1226	0.6326096024
1227	0.6322703482
1228	0.632063587
1229	0.6317497819
1230	0.6315404117
1231	0.6313533137
1232	0.6312115533
1233	0.6309561084
1234	0.6307444592
1235	0.6305436489
1236	0.6303620271
1237	0.6301660795
1238	0.6300612446
1239	0.6298879729
1240	0.6294943862
1241	0.6293605765
1242	0.6292482132
1243	0.6290262603
1244	0.6288143582
1245	0.628495993
1246	0.628383896
1247	0.6282093201
1248	0.6279767327
1249	0.6277410309
1250	0.6275185262
1251	0.6272467912
1252	0.626996451
1253	0.6267983616
1254	0.6266738858
1255	0.626489615
1256	0.6262674198
1257	0.6261157752
1258	0.6260170697
1259	0.6257757384
1260	0.6255761883
1261	0.6253256932
1262	0.6251093512
1263	0.6248058886
1264	0.6245640386
1265	0.6244026237
1266	0.6241308115
1267	0.6240053263
1268	0.6238100062
1269	0.623549114
1270	0.6234333308
1271	0.6231901641
1272	0.6230376651
1273	0.622802611
1274	0.6225796273
1275	0.6223966243
1276	0.6221935103
1277	0.6220608729
1278	0.621845394
1279	0.6216485829
1280	0.6214868296
1281	0.6212614198
1282	0.620908287
1283	0.6206320445
1284	0.620463005
1285	0.6202908679
1286	0.6200809839
1287	0.6198358337
1288	0.6195911418
1289	0.6195094043
1290	0.6192663152
1291	0.6190580426
1292	0.6186618492
1293	0.6184582617
1294	0.6182796742
1295	0.6179377134
1296	0.6177702142
1297	0.617613963
1298	0.6172548908
1299	0.6171221121
1300	0.6169658502
1301	0.6167687156
1302	0.6165343061
1303	0.616209071
1304	0.6159623572
1305	0.6158622092
1306	0.6155893803
1307	0.6152627223
1308	0.6150519688
1309	0.6147732045
1310	0.614630951
1311	0.6145015188
1312	0.6141426627
1313	0.6139044727
1314	0.613474718
1315	0.6133261468
1316	0.6131264915
1317	0.6129140317
1318	0.6126608357
1319	0.6125308573
1320	0.6124482137
1321	0.6121078527
1322	0.6119954745
1323	0.6118631164
1324	0.6117404834
1325	0.6115381152
1326	0.6113596102
1327	0.6111773226
1328	0.611027816
1329	0.6107137072
1330	0.6103468091
1331	0.6102217002
1332	0.6100432719
1333	0.6099281111
1334	0.6097449297
1335	0.6094975374
1336	0.6093109074
1337	0.6091903576
1338	0.6089535896
1339	0.6087963931
1340	0.6087483338
1341	0.6085156632
1342	0.6081109565
1343	0.6078145164
1344	0.6074961161
1345	0.6072009021
1346	0.6070451349
1347	0.6068557559
1348	0.606693903
1349	0.606558132
1350	0.6063591759
1351	0.6062108698
1352	0.6059544865
1353	0.6057071603
1354	0.6054349144
1355	0.6050807776
1356	0.6048912936
1357	0.6047639585
1358	0.6045983511
1359	0.6043716794
1360	0.6041390336
1361	0.6040092158
1362	0.6038526551
1363	0.6036625351
1364	0.6035938653
1365	0.6035012915
1366	0.6033380358
1367	0.6029495475
1368	0.6026514338
1369	0.6025879839
1370	0.6020939631
1371	0.6019362992
1372	0.6017660928
1373	0.6016094019
1374	0.6013730535
1375	0.6012152699
1376	0.6009847562
1377	0.6006396254
1378	0.6004991695
1379	0.6003741341
1380	0.6002738477
1381	0.6002265617
1382	0.5999797422
1383	0.5998071788
1384	0.5996244381
1385	0.5994357844
1386	0.5993529657
1387	0.5993115238
1388	0.599183567
1389	0.5990357088
1390	0.5988736074
1391	0.598740099
1392	0.598579416
1393	0.5984701251
1394	0.5983184734
1395	0.5981826093
1396	0.5979214985
1397	0.5977240448
1398	0.5974741097
1399	0.5972960275
1400	0.5971087729
1401	0.5966533236
1402	0.5963422527
1403	0.5962055868
1404	0.5959815161
1405	0.5957813384
1406	0.5955202418
1407	0.5953205828
1408	0.5951365811
1409	0.5950169408
1410	0.5947864026
1411	0.5946864885
1412	0.5944084672
1413	0.5941661996
1414	0.5939405258
1415	0.5937349187
1416	0.5935504163
1417	0.5934394175
1418	0.593207518
1419	0.5930578039
1420	0.5927852273
1421	0.592682505
1422	0.5925426487
1423	0.5924135009
1424	0.5920636317
1425	0.5916549425
1426	0.5915288499
1427	0.5913555693
1428	0.5911562204
1429	0.5909533511
1430	0.5908177089
1431	0.5906337365
1432	0.5905337162
1433	0.5900840194
1434	0.5899895817
1435	0.5898232608
1436	0.5896558216
1437	0.5894670691
1438	0.5893500287
1439	0.5891255335
1440	0.5889385737
1441	0.5887208587
1442	0.5885305333
1443	0.5883428207
1444	0.5881278883
1445	0.588078172
1446	0.5878101036
1447	0.5877260558
1448	0.5876129414
1449	0.5874899619
1450	0.5872311702
1451	0.5871019817
1452	0.5868943903
1453	0.5867746483
1454	0.5865489149
1455	0.5863900218
1456	0.5862439088
1457	0.5860888532
1458	0.5859740606
1459	0.585687245
1460	0.5854058212
1461	0.5851694284
1462	0.5850352999
1463	0.5846395186
1464	0.5843812443
1465	0.5842203394
1466	0.5841383032
1467	0.5840439021
1468	0.5839205233
1469	0.5837502723
1470	0.5836524384
1471	0.5834597538
1472	0.583123016
1473	0.5827671882
1474	0.582592722
1475	0.5824179421
1476	0.5822699373
1477	0.5821577468
1478	0.5820241814
1479	0.5818929824
1480	0.5814817159
1481	0.5812468094
1482	0.5810719102
1483	0.5807687963
1484	0.5806509765
1485	0.5804566209
1486	0.5802385198
1487	0.5800800636
1488	0.5799822439
1489	0.5797729363
1490	0.5796374012
1491	0.5794557276
1492	0.5793074324
1493	0.5791549109
1494	0.5790532387
1495	0.5788632026
1496	0.5786910114
1497	0.5785200913
1498	0.5783499619
1499	0.5780523551
1500	0.5778746299
1501	0.5775887261
1502	0.577334162
1503	0.5772055737
1504	0.5771166292
1505	0.5769385902
1506	0.5767125445
1507	0.5764197125
1508	0.5760525019
1509	0.5759280483
1510	0.5757869414
1511	0.5756017797
1512	0.5754837774
1513	0.5751571755
1514	0.5749930598
1515	0.5747539428
1516	0.5745370934
1517	0.5742920008
1518	0.574019199
1519	0.5738865097
